clique,elem_max,conteggio,nodi,intrusi,amicizie mancanti,simmetrie mancanti
5946ad02f810d56922516790,9,3,9,0,0.0,8
5946ad02f810d569225167aa,10,1,10,0,0.0,1
5946ad02f810d569225167ae,10,3,10,0,0.0,1
5946ad02f810d56922516821,11,1,11,0,0.0,11
5946ad02f810d56922516d74,8,1,8,0,0.0,1
5946ad02f810d56922516f05,12,1,12,0,0.0,4
5946ad02f810d56922516f25,13,1,13,0,0.0,1
5946ad02f810d56922516f2d,13,1,13,0,0.0,1
5946ad02f810d56922516ff1,10,3,10,0,0.0,2
5946ad02f810d56922517035,10,3,10,0,0.0,11
5946ad03f810d5692251770c,9,1,9,0,0.0,1
5946ad03f810d56922517766,9,2,9,0,0.0,0
5946ad03f810d5692251777e,9,2,9,0,0.0,8
5946ad03f810d56922517783,9,1,9,0,0.0,0
5946ad03f810d569225179ae,10,1,10,0,0.0,9
5946ad03f810d569225179bf,10,1,10,0,0.0,9
5946ad03f810d569225179e0,11,1,11,0,0.0,1
5946ad03f810d569225179fb,11,1,11,0,0.0,2
5946ad03f810d56922517a62,8,3,8,0,0.0,0
5946ad03f810d56922517bb4,13,2,13,0,0.0,12
5946ad03f810d56922517bb5,12,1,12,0,0.0,10
5946ad03f810d56922517dbb,11,1,11,0,0.0,3
5946ad03f810d56922517e29,14,1,14,0,0.0,16
5946ad03f810d56922517e2a,13,1,13,0,0.0,14
5946ad03f810d56922517e37,11,1,11,0,0.0,12
5946ad03f810d56922517e7a,12,1,12,0,0.0,3
5946ad03f810d56922517eec,12,1,12,0,0.0,10
5946ad03f810d56922517f02,13,1,13,0,0.0,3
5946ad04f810d56922517fdb,11,1,11,0,0.0,12
5946ad04f810d56922517fe6,10,1,10,0,0.0,3
5946ad04f810d56922517ff2,10,1,10,0,0.0,3
5946ad04f810d569225181bc,10,1,10,0,0.0,4
5946ad04f810d569225181bf,10,1,10,0,0.0,3
5946ad04f810d569225181ee,8,1,8,0,0.0,0
5946ad04f810d56922518504,11,1,11,0,0.0,10
5946ad04f810d56922518857,12,1,12,0,0.0,11
5946ad04f810d569225189b9,11,2,11,0,0.0,2
5946ad05f810d56922518b74,14,1,14,0,0.0,15
5946ad05f810d56922519050,12,1,12,0,0.0,1
5946ad05f810d569225190ee,11,1,11,0,0.0,10
5946ad05f810d56922519437,14,1,14,0,0.0,14
5946ad05f810d569225194c5,11,1,11,0,0.0,0
5946ad05f810d569225194d6,12,1,12,0,0.0,1
5946ad05f810d56922519510,12,1,12,0,0.0,12
5946ad05f810d56922519574,9,1,9,0,0.0,0
5946ad05f810d56922519576,9,1,9,0,0.0,0
5946ad05f810d569225196e1,12,1,12,0,0.0,1
5946ad05f810d569225196f2,13,1,13,0,0.0,1
5946ad05f810d5692251972f,13,1,13,0,0.0,1
5946ad05f810d5692251976c,13,1,13,0,0.0,1
5946ad05f810d5692251976e,13,1,13,0,0.0,1
5946ad05f810d5692251978f,13,1,13,0,0.0,4
5946ad05f810d56922519791,13,1,13,0,0.0,4
5946ad05f810d569225197d4,12,1,12,0,0.0,1
5946ad05f810d569225197ec,13,1,13,0,0.0,13
5946ad05f810d56922519812,11,1,11,0,0.0,11
5946ad06f810d56922519b1b,11,2,11,0,0.0,21
5946ad06f810d56922519b1c,13,3,13,0,0.0,24
5946ad06f810d56922519b1d,11,3,11,0,0.0,21
5946ad06f810d5692251a24c,8,1,8,0,0.0,8
5946ad07f810d5692251a56f,10,3,10,0,0.0,1
5946ad07f810d5692251a572,10,1,10,0,0.0,1
5946ad07f810d5692251a573,10,3,10,0,0.0,1
5946ad07f810d5692251a5ad,9,3,9,0,0.0,0
5946ad07f810d5692251a6b4,10,1,10,0,0.0,1
5946ad07f810d5692251a6e9,10,1,10,0,0.0,8
5946ad07f810d5692251a755,10,1,10,0,0.0,0
5946ad07f810d5692251a762,9,1,9,0,0.0,0
5946ad07f810d5692251a77f,10,1,10,0,0.0,8
5946ad07f810d5692251a7fa,10,1,10,0,0.0,3
5946ad07f810d5692251a803,10,1,10,0,0.0,0
5946ad07f810d5692251b277,10,1,10,0,0.0,26
5946ad07f810d5692251b27a,10,1,10,0,0.0,23
5946ad08f810d5692251b414,11,1,11,0,0.0,30
5946ad08f810d5692251b436,10,1,10,0,0.0,26
5946ad08f810d5692251b4cb,11,1,11,0,0.0,25
5946ad08f810d5692251b4d1,10,1,10,0,0.0,23
5946ad08f810d5692251b4f9,11,1,11,0,0.0,5
5946ad08f810d5692251b53e,8,1,8,0,0.0,8
5946ad08f810d5692251b569,10,1,10,0,0.0,1
5946ad08f810d5692251c146,9,1,9,0,0.0,2
5946ad08f810d5692251c148,9,1,9,0,0.0,2
5946ad08f810d5692251c187,10,3,10,0,0.0,11
5946ad0af810d5692251d595,10,1,10,0,0.0,10
5946ad0af810d5692251d6ad,11,1,11,0,0.0,2
5946ad0af810d5692251d6b0,10,3,10,0,0.0,2
5946ad0af810d5692251d95a,11,1,11,0,0.0,18
5946ad0af810d5692251d95b,11,1,11,0,0.0,20
5946ad0af810d5692251d95d,11,1,11,0,0.0,25
5946ad0af810d5692251d961,11,1,11,0,0.0,18
5946ad0af810d5692251d962,11,1,11,0,0.0,24
5946ad0af810d5692251d963,11,1,11,0,0.0,25
5946ad0bf810d5692251e5d9,10,3,10,0,0.0,27
5946ad0bf810d5692251e81b,10,1,10,0,0.0,1
5946ad0bf810d5692251e837,11,2,11,0,0.0,1
5946ad0bf810d5692251eaaf,9,1,9,0,0.0,1
5946ad0bf810d5692251eb18,9,1,9,0,0.0,1
5946ad0cf810d5692251eb43,9,1,9,0,0.0,2
5946ad0cf810d5692251eb67,10,1,10,0,0.0,9
5946ad0cf810d5692251eb68,10,1,10,0,0.0,8
5946ad0cf810d5692251eb7a,10,1,10,0,0.0,0
5946ad0cf810d5692251ebe9,10,1,10,0,0.0,10
5946ad0cf810d5692251ec02,9,3,9,0,0.0,0
5946ad0cf810d5692251ec12,9,3,9,0,0.0,0
5946ad0cf810d5692251ec35,10,1,10,0,0.0,0
5946ad0cf810d5692251ec9c,10,3,10,0,0.0,11
5946ad0cf810d5692251ecb2,10,3,10,0,0.0,2
5946ad0cf810d5692251ecb4,10,1,10,0,0.0,1
5946ad0cf810d5692251ecd6,10,1,10,0,0.0,1
5946ad0cf810d5692251ed0c,10,3,10,0,0.0,1
5946ad0cf810d5692251ed66,10,1,10,0,0.0,0
5946ad0cf810d5692251f10f,11,3,11,0,0.0,1
5946ad0cf810d5692251f124,11,3,11,0,0.0,11
5946ad0cf810d5692251f144,10,1,10,0,0.0,0
5946ad0cf810d5692251f327,11,1,11,0,0.0,2
5946ad0cf810d5692251f328,10,1,10,0,0.0,10
5946ad0cf810d5692251f346,10,2,10,0,0.0,28
5946ad0cf810d5692251f36f,11,1,11,0,0.0,1
5946ad0cf810d5692251f385,11,1,11,0,0.0,11
5946ad0cf810d5692251f3d2,11,3,11,0,0.0,20
5946ad0cf810d5692251f680,10,3,10,0,0.0,19
5946ad0cf810d5692251f686,10,3,10,0,0.0,18
5946ad0df810d5692251f89f,12,1,12,0,0.0,17
5946ad0df810d5692251f8b5,12,1,12,0,0.0,16
5946ad0df810d5692251f8c7,12,1,12,0,0.0,17
5946ad0df810d5692251f8eb,12,1,12,0,0.0,17
5946ad0df810d5692251f8ed,12,1,12,0,0.0,17
5946ad0df810d5692251f90f,10,3,10,0,0.0,9
5946ad0df810d5692251f917,10,3,10,0,0.0,9
5946ad0df810d5692251f926,8,1,8,0,0.0,8
5946ad0df810d5692251fe36,9,1,9,0,0.0,1
5946ad0df810d56922520136,8,2,8,0,0.0,1
5946ad0df810d569225203fb,11,1,11,0,0.0,10
5946ad0df810d56922520402,11,1,11,0,0.0,0
5946ad0df810d56922520405,10,1,10,0,0.0,1
5946ad0df810d56922520420,12,1,12,0,0.0,11
5946ad0df810d56922520449,10,3,10,0,0.0,8
5946ad0df810d5692252044d,12,1,12,0,0.0,8
5946ad0ef810d569225204f9,11,1,11,0,0.0,1
5946ad0ef810d56922520501,12,1,12,0,0.0,2
5946ad0ef810d56922520504,12,1,12,0,0.0,12
5946ad0ef810d56922520525,10,3,10,0,0.0,1
5946ad0ef810d5692252052b,11,1,11,0,0.0,4
5946ad0ef810d5692252052d,10,3,10,0,0.0,3
5946ad0ef810d56922520534,10,3,10,0,0.0,1
5946ad0ef810d5692252055c,13,1,13,0,0.0,12
5946ad0ef810d569225206a2,11,1,11,0,0.0,1
5946ad0ef810d569225206a6,11,1,11,0,0.0,10
5946ad0ef810d569225206e0,12,1,12,0,0.0,15
5946ad0ef810d56922520718,10,1,10,0,0.0,1
5946ad0ef810d56922520730,8,1,8,0,0.0,1
5946ad0ef810d56922520731,8,1,8,0,0.0,1
5946ad0ef810d5692252075e,8,3,8,0,0.0,3
5946ad0ff810d569225216b5,10,1,10,0,0.0,2
5946ad25f810d5692252373c,9,1,9,0,0.0,8
5946ad25f810d56922523744,9,2,9,0,0.0,8
5946ad46f810d5692252513f,9,1,9,0,0.0,15
5946ad46f810d569225253f3,9,1,9,0,0.0,21
5946ad4ef810d569225272ed,8,3,8,0,0.0,2
5946ad4ef810d569225272fa,8,3,8,0,0.0,2
5946ad4ef810d569225277ed,11,1,11,0,0.0,15
5946ad4ef810d569225277fc,11,1,11,0,0.0,22
5946ad4ff810d56922527ee5,8,3,8,0,0.0,12
5946ad4ff810d56922528682,9,2,9,0,0.0,21
5946ad4ff810d5692252869a,9,2,9,0,0.0,23
5946ad73f810d5692252a50f,9,3,9,0,0.0,0
5946ad97f810d5692252d6ef,8,1,8,0,0.0,9
5946ad97f810d5692252db62,9,1,9,0,0.0,18
5946ad97f810d5692252dbd5,12,1,12,0,0.0,5
5946ad97f810d5692252dbd9,12,1,12,0,0.0,7
5946ad97f810d5692252dbf5,11,2,11,0,0.0,11
5946ad97f810d5692252dbf6,11,1,11,0,0.0,12
5946ad97f810d5692252dc63,12,1,12,0,0.0,6
5946ad97f810d5692252dd0a,12,1,12,0,0.0,19
5946ad97f810d5692252dd18,12,1,12,0,0.0,4
5946ad97f810d5692252dd1a,12,1,12,0,0.0,4
5946ad9bf810d5692253066b,9,1,9,0,0.0,3
5946ad9bf810d569225306c7,11,2,11,0,0.0,2
5946ad9bf810d56922530738,11,1,11,0,0.0,15
5946ad9bf810d56922530c2c,9,1,9,0,0.0,15
5946ae26f810d5692253832e,11,1,11,0,0.0,1
5946ae26f810d5692253832f,11,1,11,0,0.0,4
5946ae27f810d56922538524,8,1,8,0,0.0,0
5946ae28f810d569225386f1,8,1,8,0,0.0,1
5946ae2ff810d56922539d57,11,1,11,0,0.0,1
5946ae2ff810d56922539d5b,11,1,11,0,0.0,2
5946ae2ff810d56922539d60,11,1,11,0,0.0,1
5946ae2ff810d56922539d6d,12,1,12,0,0.0,5
5946ae2ff810d56922539d71,12,1,12,0,0.0,6
5946ae69f810d5692253dadd,9,1,9,0,0.0,1
5946ae90f810d5692253e992,10,1,10,0,0.0,1
5946ae92f810d5692253ea47,12,3,12,0,0.0,1
5946ae92f810d5692253ea54,12,1,12,0,0.0,1
5946ae92f810d5692253ea57,12,1,12,0,0.0,1
5946ae92f810d5692253ea58,12,1,12,0,0.0,1
5946ae9af810d5692253f2de,10,1,10,0,0.0,10
5946aeb8f810d56922540a7d,9,3,9,0,0.0,1
5946aec5f810d569225434f9,10,1,10,0,0.0,26
5946aec6f810d5692254379d,9,1,9,0,0.0,16
5946aec6f810d56922543a5a,10,1,10,0,0.0,25
5946aec6f810d56922543dd9,11,1,11,0,0.0,26
5946aec6f810d56922543fc6,11,2,11,0,0.0,27
5946aec6f810d5692254427a,11,3,11,0,0.0,26
5946aec9f810d5692254474a,11,1,11,0,0.0,4
5946aec9f810d5692254474b,11,1,11,0,0.0,3
5946aec9f810d56922544750,11,1,11,0,0.0,4
5946aec9f810d56922544751,11,1,11,0,0.0,3
5946aee6f810d569225467e6,11,1,11,0,0.0,1
5946aee6f810d56922546828,12,1,12,0,0.0,1
5946aee6f810d56922546939,10,1,10,0,0.0,10
5946aee6f810d56922546c7c,11,1,11,0,0.0,2
5946aee6f810d56922546c82,11,3,11,0,0.0,2
5946aee6f810d56922546e1c,11,1,11,0,0.0,4
5946aee6f810d56922547155,8,2,8,0,0.0,12
5946aee8f810d56922548181,10,1,10,0,0.0,1
5946aee8f810d569225481e1,12,1,12,0,0.0,2
5946aee8f810d569225481e6,12,1,12,0,0.0,4
5946aee8f810d569225481ef,12,1,12,0,0.0,2
5946aee8f810d56922548223,11,1,11,0,0.0,13
5946aee8f810d56922548277,12,1,12,0,0.0,7
5946aee8f810d5692254827c,12,1,12,0,0.0,9
5946aee8f810d56922548297,11,1,11,0,0.0,1
5946aee8f810d56922548298,11,1,11,0,0.0,4
5946aee8f810d5692254829a,11,1,11,0,0.0,4
5946aee8f810d569225482a2,11,1,11,0,0.0,3
5946aee8f810d569225482aa,11,3,11,0,0.0,11
5946aee8f810d569225482b1,11,1,11,0,0.0,1
5946aee8f810d569225482b3,11,3,11,0,0.0,1
5946aee8f810d569225482e4,12,1,12,0,0.0,3
5946aee8f810d5692254831f,12,1,12,0,0.0,3
5946aee8f810d56922548327,12,1,12,0,0.0,1
5946aee8f810d5692254832e,12,1,12,0,0.0,1
5946aee8f810d56922548333,12,1,12,0,0.0,2
5946aee8f810d56922548334,12,1,12,0,0.0,5
5946aee8f810d5692254837c,12,1,12,0,0.0,1
5946aee8f810d569225483af,11,1,11,0,0.0,3
5946aee8f810d569225483d3,12,1,12,0,0.0,3
5946aee8f810d569225483e1,12,1,12,0,0.0,14
5946aee8f810d56922548400,11,1,11,0,0.0,1
5946aee8f810d56922548401,11,1,11,0,0.0,5
5946aee8f810d56922548466,12,1,12,0,0.0,4
5946aee8f810d56922548495,12,1,12,0,0.0,15
5946aee8f810d56922548528,11,1,11,0,0.0,6
5946aee8f810d569225485eb,11,1,11,0,0.0,1
5946aee8f810d569225485f3,12,1,12,0,0.0,1
5946aee8f810d569225485f5,12,1,12,0,0.0,1
5946aee8f810d5692254860c,11,1,11,0,0.0,13
5946aee8f810d56922548616,12,1,12,0,0.0,12
5946aee8f810d5692254861c,12,1,12,0,0.0,19
5946aee8f810d56922548646,11,1,11,0,0.0,1
5946aee8f810d5692254864e,12,1,12,0,0.0,1
5946aee8f810d56922548651,12,1,12,0,0.0,1
5946aee8f810d56922548653,12,1,12,0,0.0,1
5946aee8f810d56922548664,10,1,10,0,0.0,2
5946aee8f810d56922548665,10,1,10,0,0.0,4
5946aee8f810d569225486df,11,1,11,0,0.0,3
5946aee8f810d569225486ef,11,1,11,0,0.0,5
5946aee8f810d569225487a5,12,1,12,0,0.0,1
5946aee8f810d569225487a8,12,1,12,0,0.0,1
5946aee8f810d56922548804,12,1,12,0,0.0,12
5946aee8f810d56922548811,10,1,10,0,0.0,1
5946aee8f810d5692254881e,10,1,10,0,0.0,3
5946aee8f810d56922548863,11,2,11,0,0.0,20
5946aee8f810d56922548864,11,3,11,0,0.0,20
5946aee8f810d5692254886e,11,1,11,0,0.0,11
5946aee8f810d56922548981,12,1,12,0,0.0,1
5946aee8f810d569225489c0,12,1,12,0,0.0,1
5946aee8f810d569225489c2,12,1,12,0,0.0,1
5946aee8f810d569225489f7,12,1,12,0,0.0,19
5946aee8f810d569225489fb,12,1,12,0,0.0,17
5946aee8f810d569225489fc,12,1,12,0,0.0,19
5946aee8f810d569225489ff,12,1,12,0,0.0,12
5946aee8f810d56922548a03,12,1,12,0,0.0,12
5946aee8f810d56922548a3f,12,1,12,0,0.0,1
5946aee8f810d56922548a50,12,1,12,0,0.0,1
5946aee8f810d56922548a7b,12,1,12,0,0.0,1
5946aee8f810d56922548a80,12,1,12,0,0.0,12
5946aee8f810d56922548a8b,12,1,12,0,0.0,12
5946aee8f810d56922548a8d,12,1,12,0,0.0,12
5946aee8f810d56922548ac3,12,1,12,0,0.0,19
5946aee8f810d56922548acf,12,1,12,0,0.0,19
5946aee8f810d56922548af7,12,1,12,0,0.0,1
5946aee8f810d56922548b13,12,1,12,0,0.0,2
5946aee8f810d56922548b39,12,1,12,0,0.0,1
5946aee9f810d56922548f04,11,1,11,0,0.0,4
5946aee9f810d56922548f22,11,1,11,0,0.0,4
5946aee9f810d56922548f2c,11,1,11,0,0.0,4
5946aee9f810d56922548f32,11,1,11,0,0.0,4
5946aee9f810d56922548f66,11,1,11,0,0.0,13
5946aee9f810d56922548fb0,12,1,12,0,0.0,3
5946aee9f810d56922549582,9,2,9,0,0.0,9
5946aee9f810d56922549606,11,1,11,0,0.0,1
5946aee9f810d5692254960a,11,3,11,0,0.0,1
5946aee9f810d569225498d2,9,1,9,0,0.0,9
5946aee9f810d569225498d4,9,2,9,0,0.0,9
5946aeecf810d5692254c605,9,1,9,0,0.0,24
5946aeecf810d5692254c60b,9,1,9,0,0.0,23
5946aeedf810d5692254cc9f,12,3,12,0,0.0,1
5946aeedf810d5692254ccb2,10,1,10,0,0.0,2
5946aef1f810d56922550781,10,1,10,0,0.0,1
5946aef1f810d5692255078c,11,1,11,0,0.0,1
5946aef1f810d56922550874,12,3,12,0,0.0,1
5946aef1f810d56922550884,12,3,12,0,0.0,1
5946aef1f810d56922550885,11,1,11,0,0.0,0
5946aef1f810d569225508b9,12,3,12,0,0.0,12
5946aef1f810d569225508d4,11,3,11,0,0.0,11
5946aef1f810d569225508d9,11,1,11,0,0.0,8
5946aef1f810d569225508e3,12,3,12,0,0.0,12
5946aef1f810d569225508f5,12,3,12,0,0.0,1
5946aef1f810d5692255092e,12,3,12,0,0.0,1
5946aef1f810d56922550972,12,3,12,0,0.0,1
5946aef1f810d56922550977,12,2,12,0,0.0,1
5946aef1f810d56922550997,12,3,12,0,0.0,12
5946aef1f810d569225509ba,12,1,12,0,0.0,12
5946aef1f810d569225509cc,11,1,11,0,0.0,2
5946aef2f810d56922550ade,11,1,11,0,0.0,20
5946aef2f810d56922550aff,10,1,10,0,0.0,11
5946aef2f810d56922550b0b,10,1,10,0,0.0,2
5946aef2f810d56922550ba2,11,1,11,0,0.0,20
5946aef2f810d56922550bfd,11,1,11,0,0.0,14
5946aef2f810d5692255106f,9,1,9,0,0.0,2
5946aef2f810d5692255107c,9,1,9,0,0.0,1
5946aef2f810d56922551108,9,1,9,0,0.0,9
5946aef2f810d5692255110b,10,3,10,0,0.0,11
5946aef2f810d5692255111c,9,3,9,0,0.0,0
5946aef2f810d56922551138,9,2,9,0,0.0,1
5946aef2f810d5692255124d,9,1,9,0,0.0,9
5946aef2f810d56922551491,9,1,9,0,0.0,21
5946aef2f810d5692255149a,9,1,9,0,0.0,20
5946aef3f810d56922551921,10,1,10,0,0.0,13
5946af0af810d56922552416,9,1,9,0,0.0,2
5946af1bf810d569225529c0,10,1,10,0,0.0,9
5946af1bf810d569225529c2,10,1,10,0,0.0,9
5946af55f810d56922555375,9,3,9,0,0.0,8
5946af55f810d56922555377,9,1,9,0,0.0,9
5946afb7f810d569225583a8,10,1,10,0,0.0,3
5946afb7f810d569225583ab,10,1,10,0,0.0,2
5946afb7f810d569225583b1,10,1,10,0,0.0,0
5946afb7f810d569225583b2,10,1,10,0,0.0,1
5946afeff810d56922559753,11,1,11,0,0.0,2
5946afeff810d56922559834,11,1,11,0,0.0,0
5946afeff810d56922559835,11,1,11,0,0.0,0
5946afeff810d56922559853,11,1,11,0,0.0,2
5946afeff810d569225598a4,11,3,11,0,0.0,0
5946afeff810d569225598a8,11,3,11,0,0.0,0
5946afeff810d56922559a0e,11,2,11,0,0.0,0
5946b008f810d5692255b788,9,3,9,0,0.0,0
5946b009f810d5692255b949,9,3,9,0,0.0,1
5946b009f810d5692255ba2e,10,3,10,0,0.0,0
5946b009f810d5692255baae,10,1,10,0,0.0,10
5946b009f810d5692255bac9,10,3,10,0,0.0,9
5946b009f810d5692255bad0,10,3,10,0,0.0,0
5946b009f810d5692255bae2,10,1,10,0,0.0,2
5946b009f810d5692255bae4,10,1,10,0,0.0,1
5946b009f810d5692255bafb,10,1,10,0,0.0,1
5946b009f810d5692255bb38,10,3,10,0,0.0,0
5946b009f810d5692255bb3c,10,3,10,0,0.0,1
5946b009f810d5692255bb9d,9,3,9,0,0.0,2
5946b009f810d5692255bbc3,9,1,9,0,0.0,8
5946b009f810d5692255bbc5,9,1,9,0,0.0,7
5946b009f810d5692255bc68,9,3,9,0,0.0,8
5946b009f810d5692255bc6d,9,3,9,0,0.0,9
5946b009f810d5692255bc6e,9,1,9,0,0.0,9
5946b009f810d5692255bc86,9,2,9,0,0.0,10
5946b009f810d5692255bd43,10,1,10,0,0.0,0
5946b009f810d5692255bd61,10,1,10,0,0.0,0
5946b009f810d5692255bd63,10,1,10,0,0.0,0
5946b009f810d5692255be58,11,1,11,0,0.0,0
5946b009f810d5692255be5a,11,1,11,0,0.0,0
5946b009f810d5692255c191,11,1,11,0,0.0,0
5946b00af810d5692255cfb1,11,1,11,0,0.0,4
5946b00af810d5692255cffd,9,3,9,0,0.0,1
5946b00af810d5692255cffe,9,1,9,0,0.0,1
5946b093f810d56922561c1f,9,1,9,0,0.0,0
5946b130f810d56922564514,8,1,8,0,0.0,18
5946b130f810d56922564515,8,1,8,0,0.0,18
5946b130f810d5692256454a,8,1,8,0,0.0,17
5946b130f810d5692256455a,8,1,8,0,0.0,18
5946b1e6f810d56922568fff,10,1,10,0,0.0,2
