com_id, Nodi, Conteggio, NumeroClique, intrusi, Soglia 1,Soglia 2,Soglia 3,Soglia 4,frs1,frs2,frs3,frs4
5a2ac2d15b73222015f91ae6,17,6,14,0,17,14,14,14,1,"0,8235294118","0,8235294118","0,8235294118"
5a2aba735b73222015f8dda6,17,7,14,0,17,17,17,17,1,1,1,1
5a2abc805b73222015f8f31b,17,7,10,1,16,14,14,14,"0,9411764706","0,8235294118","0,8235294118","0,8235294118"
5a2aab4f5b73222015f87ec0,17,8,13,0,17,16,15,15,1,"0,9411764706","0,8823529412","0,8823529412"
5a2abc7b5b73222015f8f287,17,8,19,0,17,17,16,16,1,1,"0,9411764706","0,9411764706"
5a2abd315b73222015f8f6f6,17,8,8,0,17,17,16,16,1,1,"0,9411764706","0,9411764706"
5a2abd5f5b73222015f8f847,17,8,9,0,17,16,16,16,1,"0,9411764706","0,9411764706","0,9411764706"
5a2abd6b5b73222015f8f8a2,17,8,19,0,17,15,15,15,1,"0,8823529412","0,8823529412","0,8823529412"
5a2a498a5b73222015f8306e,17,9,6,0,17,15,15,15,1,"0,8823529412","0,8823529412","0,8823529412"
5a2abb925b73222015f8e8be,17,9,9,0,17,16,16,16,1,"0,9411764706","0,9411764706","0,9411764706"
5a2abbaf5b73222015f8e9fe,17,9,9,0,17,17,17,17,1,1,1,1
5a2abbbf5b73222015f8ea76,17,9,13,0,17,16,16,16,1,"0,9411764706","0,9411764706","0,9411764706"
5a2abbd95b73222015f8eb5d,17,9,13,0,17,15,15,15,1,"0,8823529412","0,8823529412","0,8823529412"
5a2abc4c5b73222015f8efb9,17,9,16,1,16,16,16,16,"0,9411764706","0,9411764706","0,9411764706","0,9411764706"
5a2a1ec75b73222015f7f2af,17,10,8,0,17,15,14,14,1,"0,8823529412","0,8235294118","0,8235294118"
5a2a31745b73222015f80ca8,17,10,10,0,17,16,16,16,1,"0,9411764706","0,9411764706","0,9411764706"
5a2ab4c45b73222015f8b8db,17,10,6,0,17,17,17,17,1,1,1,1
5a2abd585b73222015f8f815,17,10,13,0,17,14,14,14,1,"0,8235294118","0,8235294118","0,8235294118"
5a2abe485b73222015f8fbe0,17,10,15,0,17,15,15,15,1,"0,8823529412","0,8823529412","0,8823529412"
5a312b685b7322713613cf45,17,10,19,0,16,13,13,13,"0,9411764706","0,7647058824","0,7647058824","0,7647058824"
5a29dfa25b73222015f77c30,17,11,9,0,17,15,14,14,1,"0,8823529412","0,8235294118","0,8235294118"
5a2aab645b73222015f87faf,17,11,11,0,17,17,16,16,1,1,"0,9411764706","0,9411764706"
5a2abd6f5b73222015f8f8b2,17,11,17,0,17,15,15,15,1,"0,8823529412","0,8823529412","0,8823529412"
5a29bf915b73222015f6cd66,17,12,5,0,17,15,15,15,1,"0,8823529412","0,8823529412","0,8823529412"
5a2abdfe5b73222015f8fa3c,17,12,10,0,17,16,16,16,1,"0,9411764706","0,9411764706","0,9411764706"
5a2ac2cb5b73222015f91a31,17,12,8,0,17,16,16,16,1,"0,9411764706","0,9411764706","0,9411764706"
5a29c3875b73222015f6de47,17,15,6,1,16,16,16,16,"0,9411764706","0,9411764706","0,9411764706","0,9411764706"
5a2abc7b5b73222015f8f280,16,3,11,0,16,13,13,13,1,"0,8125","0,8125","0,8125"
5a312b6f5b7322713613cf7f,16,4,9,0,16,15,15,15,1,"0,9375","0,9375","0,9375"
5a2abb9f5b73222015f8e971,16,5,5,0,16,14,14,14,1,"0,875","0,875","0,875"
5a2abc295b73222015f8ee74,16,6,9,0,16,15,14,14,1,"0,9375","0,875","0,875"
5a2ac3695b73222015f91ba6,16,6,6,0,16,14,14,14,1,"0,875","0,875","0,875"
5a312b695b7322713613cf5d,16,6,6,0,16,14,14,14,1,"0,875","0,875","0,875"
5a29f60d5b73222015f7b91f,16,7,9,0,16,16,16,16,1,1,1,1
5a2aa96c5b73222015f87aa9,16,7,11,0,16,15,15,15,1,"0,9375","0,9375","0,9375"
5a2abc0c5b73222015f8ed68,16,7,13,0,16,15,15,15,1,"0,9375","0,9375","0,9375"
5a2ab0d95b73222015f89aa1,16,9,10,0,16,16,16,15,1,1,1,"0,9375"
5a2abc215b73222015f8edf9,16,9,16,0,16,14,14,14,1,"0,875","0,875","0,875"
5a2abc5e5b73222015f8f09d,16,9,11,0,16,14,14,14,1,"0,875","0,875","0,875"
5a2abc9a5b73222015f8f3ff,16,9,6,0,16,15,13,13,1,"0,9375","0,8125","0,8125"
5a2aaec45b73222015f88e8d,16,10,13,0,16,15,15,15,1,"0,9375","0,9375","0,9375"
5a2abb9d5b73222015f8e949,16,10,5,0,16,15,15,15,1,"0,9375","0,9375","0,9375"
5a29c07a5b73222015f6cff1,16,11,5,0,16,16,16,16,1,1,1,1
5a2abc535b73222015f8f01f,16,11,9,0,16,14,13,13,1,"0,875","0,8125","0,8125"
5a29cbea5b73222015f71880,16,13,5,0,16,16,16,16,1,1,1,1
5a2aab915b73222015f880c0,16,13,8,0,16,16,15,15,1,1,"0,9375","0,9375"
5a29c0d35b73222015f6d09d,16,15,5,0,16,16,16,16,1,1,1,1
5a2ab3f25b73222015f8b33c,16,15,10,0,16,16,16,16,1,1,1,1
5a2abb9f5b73222015f8e969,16,15,6,0,16,16,16,16,1,1,1,1
5a29c0d35b73222015f6d09a,16,16,5,0,16,15,15,15,1,"0,9375","0,9375","0,9375"
5a2aadaf5b73222015f887f9,15,5,7,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2a68f05b73222015f84f34,15,6,10,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a29e0ad5b73222015f78007,15,7,6,0,15,13,13,13,1,"0,8666666667","0,8666666667","0,8666666667"
5a2abaab5b73222015f8e07c,15,7,8,1,14,14,14,14,"0,9333333333","0,9333333333","0,9333333333","0,9333333333"
5a2abd595b73222015f8f81d,15,7,8,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2abe435b73222015f8fba0,15,7,10,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a312b725b7322713613d009,15,7,11,0,15,15,15,15,1,1,1,1
5a29c0025b73222015f6cef4,15,9,4,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a29c80a5b73222015f6fae8,15,9,5,0,15,13,13,13,1,"0,8666666667","0,8666666667","0,8666666667"
5a2a8be35b73222015f8662d,15,9,5,0,15,15,15,14,1,1,1,"0,9333333333"
5a2ab3215b73222015f8acbc,15,9,9,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2ab9935b73222015f8d4f8,15,9,5,0,15,15,15,15,1,1,1,1
5a2abc7f5b73222015f8f2fa,15,9,15,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2abd2b5b73222015f8f6ae,15,9,10,0,15,15,15,15,1,1,1,1
5a29c0025b73222015f6cef6,15,10,4,0,15,15,15,15,1,1,1,1
5a29c1935b73222015f6d244,15,10,4,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a29c3875b73222015f6de46,15,10,4,0,15,15,15,15,1,1,1,1
5a2a37cd5b73222015f81656,15,10,8,0,15,13,13,13,1,"0,8666666667","0,8666666667","0,8666666667"
5a2a90945b73222015f86894,15,10,7,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2ab3fc5b73222015f8b36d,15,10,6,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2ab4975b73222015f8b768,15,10,7,0,15,13,13,13,1,"0,8666666667","0,8666666667","0,8666666667"
5a2aba3d5b73222015f8daba,15,10,5,0,15,15,15,15,1,1,1,1
5a2aba6e5b73222015f8dd57,15,10,4,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2abb9d5b73222015f8e941,15,10,7,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a2abd595b73222015f8f825,15,10,11,0,15,15,15,15,1,1,1,1
5a2abe605b73222015f8fcd8,15,10,5,0,15,15,15,14,1,1,1,"0,9333333333"
5a29c3a95b73222015f6dec7,15,11,4,0,15,15,15,15,1,1,1,1
5a29cd2b5b73222015f72021,15,11,4,0,15,15,15,15,1,1,1,1
5a29d4335b73222015f756be,15,11,6,0,15,14,14,14,1,"0,9333333333","0,9333333333","0,9333333333"
5a29fc645b73222015f7c1fa,15,11,7,0,15,14,13,13,1,"0,9333333333","0,8666666667","0,8666666667"
5a2abe275b73222015f8fb21,15,11,6,0,15,13,13,13,1,"0,8666666667","0,8666666667","0,8666666667"
5a2abe635b73222015f8fd03,15,11,10,1,14,13,13,13,"0,9333333333","0,8666666667","0,8666666667","0,8666666667"
5a2a59f95b73222015f84328,15,12,8,0,15,15,15,15,1,1,1,1
5a2abbef5b73222015f8ec4f,15,12,8,0,15,12,12,12,1,"0,8","0,8","0,8"
5a2abc325b73222015f8eebf,15,12,10,0,15,14,13,13,1,"0,9333333333","0,8666666667","0,8666666667"
5a29c3a95b73222015f6deca,15,13,4,0,15,15,15,15,1,1,1,1
5a2ab4c75b73222015f8b8f8,15,13,7,0,15,15,15,15,1,1,1,1
5a2abc955b73222015f8f3e6,15,14,8,0,15,14,13,13,1,"0,9333333333","0,8666666667","0,8666666667"
5a2ab4fe5b73222015f8ba88,15,15,7,0,15,15,15,15,1,1,1,1
5a29d4815b73222015f75888,15,17,6,0,15,15,15,15,1,1,1,1
5a2a72cd5b73222015f85634,14,1,7,0,14,8,8,8,1,"0,5714285714","0,5714285714","0,5714285714"
5a2abc755b73222015f8f1e6,14,4,8,0,14,13,12,12,1,"0,9285714286","0,8571428571","0,8571428571"
5a2abd775b73222015f8f8ed,14,4,10,0,14,12,12,12,1,"0,8571428571","0,8571428571","0,8571428571"
5a2a0b195b73222015f7d726,14,5,5,0,14,12,12,12,1,"0,8571428571","0,8571428571","0,8571428571"
5a2a15665b73222015f7e5b9,14,5,10,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2abbee5b73222015f8ec44,14,5,9,0,14,12,12,12,1,"0,8571428571","0,8571428571","0,8571428571"
5a2abc135b73222015f8ed9d,14,5,7,0,14,12,12,12,1,"0,8571428571","0,8571428571","0,8571428571"
5a312b755b7322713613d034,14,5,7,0,14,13,12,12,1,"0,9285714286","0,8571428571","0,8571428571"
5a312b7a5b7322713613d03d,14,5,5,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a312b7c5b7322713613d086,14,5,4,0,14,12,12,12,1,"0,8571428571","0,8571428571","0,8571428571"
5a29c80a5b73222015f6fae9,14,6,4,0,14,14,14,14,1,1,1,1
5a2a5aa85b73222015f843e5,14,6,6,0,14,13,13,12,1,"0,9285714286","0,9285714286","0,8571428571"
5a2aae5b5b73222015f88bd6,14,6,7,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2ab1d75b73222015f8a294,14,6,6,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2ab51b5b73222015f8bbef,14,6,5,0,14,12,12,12,1,"0,8571428571","0,8571428571","0,8571428571"
5a29cd205b73222015f71fe0,14,7,4,0,14,14,14,14,1,1,1,1
5a2a3dd25b73222015f81f9f,14,7,7,0,14,14,14,14,1,1,1,1
5a2a933c5b73222015f86b12,14,7,5,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2aafcc5b73222015f89433,14,7,11,0,14,11,11,11,1,"0,7857142857","0,7857142857","0,7857142857"
5a2abd6f5b73222015f8f8aa,14,7,6,0,14,13,11,11,1,"0,9285714286","0,7857142857","0,7857142857"
5a29d4bd5b73222015f759d8,14,8,5,0,14,14,14,13,1,1,1,"0,9285714286"
5a2aaec45b73222015f88e8e,14,8,9,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2abe0b5b73222015f8fa9a,14,8,6,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a29cc085b73222015f71964,14,9,3,0,14,14,14,13,1,1,1,"0,9285714286"
5a29cf1a5b73222015f72f48,14,9,4,0,14,13,10,10,1,"0,9285714286","0,7142857143","0,7142857143"
5a2abe695b73222015f8fd2f,14,9,12,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a29c4c65b73222015f6e50f,14,10,2,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a29cd025b73222015f71f39,14,10,4,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a29ce035b73222015f72647,14,10,2,0,14,14,14,12,1,1,1,"0,8571428571"
5a2a3a1f5b73222015f81a19,14,10,6,0,14,14,14,14,1,1,1,1
5a2ab12f5b73222015f89cb3,14,10,5,0,14,14,13,13,1,1,"0,9285714286","0,9285714286"
5a2abae85b73222015f8e3a7,14,10,6,0,14,12,12,12,1,"0,8571428571","0,8571428571","0,8571428571"
5a2abb4e5b73222015f8e71f,14,10,5,0,14,12,12,11,1,"0,8571428571","0,8571428571","0,7857142857"
5a2abd0b5b73222015f8f5bc,14,10,8,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2abd585b73222015f8f80d,14,10,4,0,14,14,14,14,1,1,1,1
5a2abe505b73222015f8fc34,14,10,8,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a29cc345b73222015f71a45,14,11,4,0,14,13,13,12,1,"0,9285714286","0,9285714286","0,8571428571"
5a29d1615b73222015f74266,14,11,4,0,14,14,14,14,1,1,1,1
5a29d5205b73222015f75ba3,14,11,5,0,14,14,14,14,1,1,1,1
5a29f6925b73222015f7ba12,14,11,6,0,14,13,10,10,1,"0,9285714286","0,7142857143","0,7142857143"
5a2a52b05b73222015f83b71,14,11,5,0,14,14,14,14,1,1,1,1
5a2aab2c5b73222015f87e07,14,11,7,0,14,12,11,11,1,"0,8571428571","0,7857142857","0,7857142857"
5a2abbfa5b73222015f8eccc,14,11,8,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2abdfd5b73222015f8fa34,14,11,5,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2abe705b73222015f8fd42,14,11,5,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2abe815b73222015f8fdea,14,11,4,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a29c42a5b73222015f6e115,14,12,3,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2ab08b5b73222015f89824,14,12,5,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2ab1595b73222015f89dbc,14,12,9,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2abb2b5b73222015f8e67a,14,12,5,0,14,14,14,14,1,1,1,1
5a2abea05b73222015f8fed8,14,12,8,0,14,14,14,14,1,1,1,1
5a29c7d95b73222015f6f9c3,14,14,4,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2ab3095b73222015f8ab8d,14,14,6,0,14,14,13,13,1,1,"0,9285714286","0,9285714286"
5a29cc055b73222015f7193e,14,15,4,0,14,14,14,14,1,1,1,1
5a29efb95b73222015f7aac3,14,15,2,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5a2a16ff5b73222015f7e829,14,15,6,0,14,14,14,14,1,1,1,1
5a2abe785b73222015f8fd78,14,15,6,0,14,14,14,14,1,1,1,1
5a29df495b73222015f77a69,14,17,4,0,14,13,12,10,1,"0,9285714286","0,8571428571","0,7142857143"
5a2a85845b73222015f8626f,13,1,6,0,13,11,10,8,1,"0,8461538462","0,7692307692","0,6153846154"
5a2a85845b73222015f86271,13,1,6,0,13,11,10,9,1,"0,8461538462","0,7692307692","0,6923076923"
5a2a85845b73222015f86272,13,1,6,0,13,11,9,8,1,"0,8461538462","0,6923076923","0,6153846154"
5a2a8c1a5b73222015f86690,13,1,6,0,13,8,6,6,1,"0,6153846154","0,4615384615","0,4615384615"
5a2aacc65b73222015f8852b,13,1,6,0,13,8,6,6,1,"0,6153846154","0,4615384615","0,4615384615"
5a312b7e5b7322713613d0d1,13,3,3,0,13,13,12,12,1,1,"0,9230769231","0,9230769231"
5a2a46e45b73222015f82caa,13,4,4,0,13,13,13,13,1,1,1,1
5a2abd095b73222015f8f596,13,5,5,0,13,11,10,10,1,"0,8461538462","0,7692307692","0,7692307692"
5a2abe535b73222015f8fc6c,13,5,5,1,12,10,10,10,"0,9230769231","0,7692307692","0,7692307692","0,7692307692"
5a312b825b7322713613d151,13,5,6,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a29e6f65b73222015f793a7,13,6,3,0,13,13,13,13,1,1,1,1
5a2a482c5b73222015f82e8b,13,6,4,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2aa8d75b73222015f87a22,13,6,7,0,13,13,13,13,1,1,1,1
5a2abc235b73222015f8ee1f,13,6,7,0,13,13,13,13,1,1,1,1
5a2abe485b73222015f8fbe8,13,6,5,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a29d4b45b73222015f759ab,13,7,4,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2a01485b73222015f7c9f5,13,7,5,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a2a57bc5b73222015f840ff,13,7,4,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2a8a625b73222015f8653f,13,7,5,1,12,11,11,11,"0,9230769231","0,8461538462","0,8461538462","0,8461538462"
5a2aae6d5b73222015f88c70,13,7,5,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a2ab0b65b73222015f8999a,13,7,6,0,13,13,13,13,1,1,1,1
5a2abc545b73222015f8f047,13,7,8,0,13,11,10,10,1,"0,8461538462","0,7692307692","0,7692307692"
5a2abdf95b73222015f8fa03,13,7,6,1,12,11,11,11,"0,9230769231","0,8461538462","0,8461538462","0,8461538462"
5a312b805b7322713613d129,13,7,5,0,13,13,13,13,1,1,1,1
5a29ccda5b73222015f71e43,13,8,3,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2aab655b73222015f87fba,13,8,6,0,13,13,12,11,1,1,"0,9230769231","0,8461538462"
5a2ab3655b73222015f8ae93,13,8,4,0,13,13,13,13,1,1,1,1
5a2abbbf5b73222015f8ea92,13,8,5,0,13,13,13,13,1,1,1,1
5a2abbfc5b73222015f8ecda,13,8,8,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a2abe595b73222015f8fca0,13,8,5,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a29c4135b73222015f6e0b7,13,9,2,0,13,13,13,13,1,1,1,1
5a29c80a5b73222015f6faec,13,9,3,0,13,13,13,13,1,1,1,1
5a29cee35b73222015f72d32,13,9,3,0,13,13,13,12,1,1,1,"0,9230769231"
5a29f1b35b73222015f7aebc,13,9,2,0,13,13,13,13,1,1,1,1
5a2aac5c5b73222015f883ac,13,9,7,1,12,12,12,11,"0,9230769231","0,9230769231","0,9230769231","0,8461538462"
5a2aad0e5b73222015f8862c,13,9,6,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2ab4d05b73222015f8b92a,13,9,4,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a29c7465b73222015f6f6f1,13,10,3,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a29cf695b73222015f731cd,13,10,3,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a29e04d5b73222015f77eae,13,10,4,0,13,13,13,13,1,1,1,1
5a2ab09c5b73222015f898ca,13,10,5,0,13,13,13,13,1,1,1,1
5a2ab1bd5b73222015f8a15f,13,10,5,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2ab39c5b73222015f8b083,13,10,4,0,13,13,12,12,1,1,"0,9230769231","0,9230769231"
5a2abaaa5b73222015f8e075,13,10,8,0,13,13,13,13,1,1,1,1
5a2abb0a5b73222015f8e5a7,13,10,10,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a2abd655b73222015f8f885,13,10,5,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a29c0025b73222015f6cef7,13,11,2,0,13,13,13,13,1,1,1,1
5a29d26c5b73222015f74b14,13,11,4,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a29d4335b73222015f756bf,13,11,4,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2aabd85b73222015f88237,13,11,8,0,13,13,13,13,1,1,1,1
5a2aac735b73222015f883ed,13,11,6,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2ab3805b73222015f8afaf,13,11,8,0,13,13,12,11,1,1,"0,9230769231","0,8461538462"
5a2ab3de5b73222015f8b29e,13,11,5,0,13,11,11,11,1,"0,8461538462","0,8461538462","0,8461538462"
5a2ab4fe5b73222015f8ba78,13,11,9,0,13,12,11,11,1,"0,9230769231","0,8461538462","0,8461538462"
5a2abb705b73222015f8e7bc,13,11,6,0,13,13,13,13,1,1,1,1
5a2abc275b73222015f8ee5f,13,11,6,0,13,13,13,13,1,1,1,1
5a2abe595b73222015f8fc98,13,11,5,0,13,13,13,13,1,1,1,1
5a2abea05b73222015f8fed9,13,11,6,0,13,13,13,13,1,1,1,1
5a29df435b73222015f779fe,13,12,3,0,13,12,10,9,1,"0,9230769231","0,7692307692","0,6923076923"
5a2a24ae5b73222015f7fb5d,13,12,5,0,13,11,10,10,1,"0,8461538462","0,7692307692","0,7692307692"
5a2a94475b73222015f86be4,13,12,7,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5a2ab25d5b73222015f8a579,13,12,6,2,11,11,11,11,"0,8461538462","0,8461538462","0,8461538462","0,8461538462"
5a2abc9b5b73222015f8f40f,13,12,4,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
